92,C,NA,n,15.225,8.157,7,2,0
93,C,NA,y,0,0,0,0,0
94,C,NA,y,0,0,0,0,0
95,C,NA,n,15.633,8.35,5,1,1
96,C,NA,y,17.048,7.075,7,8,5
97,C,NA,y,21.232,7.928,7,7,4
98,C,NA,n,22.694,7.383,6,3,4
99,C,NA,y,23.512,7.632,9,11,4
100,C,NA,y,23.143,8.125,7,2,4
101,C,NA,y,16.976,7.554,7,6,3
102,C,NA,y,18.397,7.691,7,5,2
103,C,NA,y,17.455,7.442,7,5,2
104,C,NA,y,0,0,0,0,0
105,C,NA,n,15.508,7.254,8,0,2
106,C,NA,y,16.275,7.973,7,4,2
107,C,NA,n,23.995,5.861,7,8,3
108,C,NA,y,18.742,7.167,7,5,3
109,D,y,y,19.432,9.03,7,7,4
110,D,y,y,19.964,8.984,7,4,3
111,D,y,y,20.805,7.901,7,4,4
112,D,n,y,16.191,8.829,7,5,3
113,D,y,y,18.831,8.701,7,6,2
114,D,n,y,16.658,7.807,7,4,3
115,D,y,y,16.974,7.597,7,4,3
116,D,y,y,20.671,7.286,7,5,4
117,D,y,y,21.993,7.624,7,9,3
118,D,y,y,15.356,7.075,7,8,4
119,D,y,y,21.091,8.515,7,7,4
120,D,y,y,16.586,6.68,7,8,5
121,D,y,y,19.053,7.597,7,5,3
122,D,y,y,17.345,6.984,9,12,1
123,D,y,y,19.411,8.401,7,3,1
124,D,n,y,18.968,8.813,7,5,2
125,D,y,n,22.916,7.865,7,8,8
126,D,n,y,16.557,8.65,7,5,3
127,D,y,y,22.561,7.48,7,4,6
128,D,y,y,15.206,7.106,7,4,4
129,D,n,y,21.792,7.994,7,7,5
130,D,n,n,21.884,8.413,7,7,2
131,D,n,n,19.313,9.274,7,3,2
132,D,y,n,19.988,6.889,7,5,6
133,D,y,n,0,0,0,0,0
134,D,y,y,21.218,7.048,9,6,10
135,D,NA,y,17.359,7.737,7,4,2
136,D,y,n,18.902,7.814,7,6,2
137,D,n,y,15.221,6.175,7,5,2
138,D,y,y,17.744,9.184,7,5,2
139,D,n,y,19.232,7.822,7,4,2
140,D,y,y,17.318,8.763,7,3,2
141,D,n,n,0,0,0,0,0
142,D,y,y,17.837,7.689,9,5,1
143,D,n,y,18.757,7.695,8,2,4
144,D,y,y,17.058,7.607,7,10,2
145,E,y,y,16.354,7.292,6,3,5
146,E,n,y,0,0,0,0,0
147,E,y,n,19.223,7.659,7,2,6
148,E,y,y,18.221,7.61,7,2,2
149,E,n,n,21.041,7.139,7,8,2
150,E,y,y,0,0,0,0,0
151,E,n,y,18.423,6.934,7,6,2
152,E,y,y,20.289,7.976,7,5,2
153,E,y,y,19.586,7.143,7,2,3
154,E,y,y,19.069,7.128,7,6,4
155,E,y,y,20.583,6.127,7,7,4
156,E,y,y,20.284,8.806,7,5,4
157,E,y,y,20.257,6.622,7,5,3
158,E,y,y,15.097,8.768,7,7,2
159,E,y,y,20.458,7.668,7,6,4
160,E,y,y,18.137,7.157,7,5,3,
161,E,y,y,0,0,0,0,0,
162,E,y,y,22.191,7.752,7,4,6,
163,E,y,y,23.368,7.895,9,4,5,
164,E,y,y,22.35,8.29,7,5,3,
165,E,y,y,20.881,7.556,7,5,1,
166,E,y,y,19.826,7.546,7,7,4,
167,E,n,n,19.992,7.963,7,5,1,
168,E,y,y,15.537,5.904,7,5,2,
WT1,F,NA,NA,8.249,4.157,5,0,0,1
WT2,F,NA,NA,8.888,3.179,5,0,0,1
WT3,F,NA,NA,11.036,5.405,5,3,2,1
WT4,F,NA,NA,13.792,5.921,5,3,5,1
WT5,F,NA,NA,15.1,6.148,7,3,5,1
WT6,F,NA,NA,13.417,5.39,5,2,1,1
WT7,F,NA,NA,15.567,6.948,5,3,4,1
WT8,F,NA,NA,14.233,5.865,5,2,3,1
WT9,F,NA,NA,19.429,6.79,7,1,0,1
WT10,F,NA,NA,12.945,5.813,5,0,1,1
WT11,F,NA,NA,16.828,7.316,7,7,3,1
WT12,F,NA,NA,15.158,5.935,7,3,5,1
WT13,F,NA,NA,12.626,5.583,6,1,0,1
WT14,F,NA,NA,16.794,7.121,7,1,10,1
WT15,F,NA,NA,16.303,6.18,7,3,2,1
WT16,F,NA,NA,8.928,5.088,5,0,0,1
E1,G,NA,NA,15.856,6.874,7,4,2,1
E2,G,NA,NA,18.331,7.909,7,4,2,1
E3,G,NA,NA,18.785,7.917,7,1,2,1
E4,G,NA,NA,16.466,6.904,9,2,1,1
E5,G,NA,NA,20.422,6.95,7,4,4,1
E6,G,NA,NA,NA,NA,0,0,0,1
E7,G,NA,NA,NA,NA,0,0,0,1
E8,G,NA,NA,NA,NA,0,0,0,1
E9,G,NA,NA,NA,NA,0,0,0,1
E10,G,NA,NA,19.039,6.688,8,1,4,1
E11,G,NA,NA,18.237,8.49,7,1,1,1
E12,G,NA,NA,14.098,7.501,5,1,0,1
E13,G,NA,NA,19.185,7.217,7,2,1,1
E14,G,NA,NA,14.715,5.491,5,2,0,1
E15,G,NA,NA,19.194,8.569,6,0,0,1
E16,G,NA,NA,18.155,8.035,7,2,3,1
E17,G,NA,NA,18.288,7.327,7,4,2,1
